,index,choose_one,class_label,created_at,id,json,mentions,source,text,username,predictions,probabilities
762,754,neutral,0,Fri Sep 28 21:19:46 +0000 2018,1045785159843246080,,,united,This is bullshit. @united has fucked me over on 5 of my last 7 flights with delays or missed connections. This is unacceptable. Its time leave this shit airline!,br_webb,1,0.610427523072678
763,755,neutral,0,Fri Sep 28 21:18:02 +0000 2018,1045784722096283648,,,united,I applaud @AmericanAir in their handling of digestive disorders.  They could accommodate my husband and his gluten free diet.  HAVE to fly home @united - they only treat the overseers well - could care less if the people in the country get sick I guess.,Ann6217,0,0.39844563057525084
764,756,neutral,0,Fri Sep 28 21:16:05 +0000 2018,1045784234387034112,,,united,I was a loyal @united #1K - I guess that’s the end of that. Looking forward to switching to @AlaskaAir https://t.co/cRhKO2SxMr,boazcn,0,0.3494330361631849
765,757,neutral,0,Fri Sep 28 21:15:16 +0000 2018,1045784028702547968,,,united,I really believe the @united regional jet terminal at IAD on a Friday night is designed to make you appreciate home that much more.,jeffdistasio,0,0.38372837135969334
766,758,neutral,0,Fri Sep 28 21:13:27 +0000 2018,1045783570503987205,,,united,"Things you never want to hear at an airport- “we are trying to find a crew” and “you should get comfortable”. Thanks, @united #airtravel #jetsetter #getmehome",sarakleiman,0,0.4180155701966887
767,759,neutral,0,Fri Sep 28 21:13:09 +0000 2018,1045783493735862272,,,united,"So @united charged me $30 to check a bag, told me it was going all the way to London, I end up sprinting through Newark when I’m informed it’s not.
@wow_air gouges you $80 if your checked bag weighs more than a pillowcase half full of feathers. 
How’s @Delta’s dog-killing record?",ericabuist,0,0.49951927502334265
768,760,neutral,0,Fri Sep 28 21:10:49 +0000 2018,1045782907258728448,,,united,If only @Delta could save me from my @united super delayed flight that's going to cause me to miss going home to see @iamsamwhite tonight. #SkymilesMe,yarby,0,0.4443546026582162
769,761,neutral,0,Fri Sep 28 21:10:22 +0000 2018,1045782792183992332,,,united,First and last time I’ll ever fly @united,kariyudin,0,0.3006854054112658
770,762,neutral,0,Fri Sep 28 21:08:03 +0000 2018,1045782211973271553,,,united,"By the way, @united is the worst airline on Earth. Never have I ever had a good experience. Don’t know why I gave it ANOTHER chance. Never again",mattvatcher,0,0.3684980299358684
771,763,neutral,0,Fri Sep 28 21:07:54 +0000 2018,1045782172731228160,,,united,"Changes ⁦@United⁩ #1k program in 2020. Negatively impacts baggage allow, GRU, GPU &amp; PQD requirements. Doesn’t surprise me given the number of #1K around. ⁦@TheFlightDeal⁩ ⁦@FrugalTravelGuy⁩ ⁦@thepointsguy⁩ ⁦@godsavethepoint⁩  https://t.co/o9msEBF6iu",tally_tz,0,0.4192401291641859
772,764,neutral,0,Fri Sep 28 21:06:18 +0000 2018,1045781771369861120,,,united,Horrible customer service from @united today. Always giving me a reason to not fly with you.,NickiFinberg,1,0.5940841263864329
773,765,neutral,0,Fri Sep 28 21:01:31 +0000 2018,1045780568711954432,,,united,Thank you @united for updating your loyalty program by making it shittier for your customers. #loyalty,Russiansauce,0,0.25326581845156715
774,766,neutral,0,Fri Sep 28 21:01:08 +0000 2018,1045780471769051136,,,united,What’s up @united ?  What about you @AirlinesDotOrg ?   This does not seem like #theflylife you like to talk about.  You can do better. https://t.co/qeuqRP7Ni1,KRudiger,1,0.6557076352095761
775,767,neutral,0,Fri Sep 28 20:57:21 +0000 2018,1045779516570841089,,,united,.@united r u out of ur goddamn mind? https://t.co/nDU0NyC7h5,logs,0,0.2947640827149625
776,768,neutral,0,Fri Sep 28 20:55:38 +0000 2018,1045779088126828544,,,united,"Hey @united, Your announced changes to Mileage Plus only benefit you and make it more likely that I will switch alliances sooner, rather than later. 1K, 2.5 million miler.",garystager,0,0.3673025909642841
777,769,neutral,0,Fri Sep 28 20:55:15 +0000 2018,1045778989980106752,,,united,Why do airlines charge so much? There should be a special fare for sad momma’s who miss their college kids ! @AmericanAir @SouthwestAir @Delta @united @FlyFrontier,FergiesBites,0,0.27103872669547113
778,770,neutral,0,Fri Sep 28 20:54:33 +0000 2018,1045778811881586688,,,united,"Solidarity with the catering workers at @United Airlines, who are finally getting the chance to vote in a union election this week. They're the only frontline workers directly employed by the airline who do not have a union. #EqualityAtUnited https://t.co/gzp4AiyEGr",tackett_bob,0,0.3282533025317263
779,771,neutral,0,Fri Sep 28 20:53:22 +0000 2018,1045778517580029952,,,united,"Today I completed my 120th segment to join @united’s #Premier1K club for 2018 &amp; 2019. That’s a lot of flying, but I’m looking forward to finding out what kind of perks that will entail!",CGsquiggles,0,0.30186612749816677
780,67,neutral,0,Wed Oct 03 19:26:08 +0000 2018,1047568503526621184,,,united,#SDF to #ORD @united #Louisville,zachbyrne,0,0.3006494733547793
781,772,neutral,0,Fri Sep 28 20:51:36 +0000 2018,1045778070320418821,,,united,Later DC. What a great &amp; productive week on the Hill. Looking forward to bringing home more knowledge &amp; ideas to #Colorado to continue to serve the growing population of #veterans ~ Always love a good @united wingtip view. #FridayFeeling @washingtondc https://t.co/CmdBPs4gkz,_jenburch,0,0.16720179158321222
782,773,neutral,0,Fri Sep 28 20:50:47 +0000 2018,1045777866519171073,,,united,"United Airlines president talks environmental innovation at Innovation in the Skies event

https://t.co/y14WBJ5HhS via @ChiBizJournal

@United
#ecoskies",CleanEnergyTrst,0,0.055177750354471644
783,774,neutral,0,Fri Sep 28 20:50:45 +0000 2018,1045777857648021504,,,united,"Meanwhile, 2 other @united flights have boarded to SFO... yet they can’t get my flight out. Change us to their aircraft and make them wait. This is ridiculous.",br_webb,1,0.5312310109600265
784,775,neutral,0,Fri Sep 28 20:49:30 +0000 2018,1045777541464641536,,,united,This is a bad move for LAX.  #LAX Think of passengers first. @united @AmericanAir @SouthwestAir @Emerities https://t.co/LXnMjHwa5S,CaroleWadeNpBch,0,0.2970067740158516
785,776,neutral,0,Fri Sep 28 20:48:34 +0000 2018,1045777307145666560,,,united,Fuck you @united! Another delay?! Get your shit together. You better be giving me a credit. This is bullshit.,br_webb,0,0.48166744424231533
786,777,neutral,0,Fri Sep 28 20:48:20 +0000 2018,1045777249901764608,,,united,"SO proud of R2 Dr. @kelsi_manley and her reflections after stepping in as part of the team!
And thank you to @united for their gracious response in the replies! https://t.co/RcoeOfTZsq",OHSUIMRes,0,0.2747019061552474
787,778,neutral,0,Fri Sep 28 20:48:19 +0000 2018,1045777246571573248,,,united,"Really, @united ? Upping $ requirements on 1K premier qualification again? You could just create a new tier, you know? 

More and more late flights, less and less friendly air staff, and more requirements. And here I am, trying really hard to love you....

#UA #UnitedAirlines",1Spiritist,0,0.30847433751094655
788,779,neutral,0,Fri Sep 28 20:46:27 +0000 2018,1045776776469696512,,,united,"Another bad experience with @united. 3 hours late, very little apology, left on a shuttle bus, now sitting on the tarmac waiting to go. Don’t get me wrong, safety first, but why is there always something?",tanyabosman,0,0.45279904124107606
789,780,neutral,0,Fri Sep 28 20:44:11 +0000 2018,1045776204718993408,,,united,A lot divides us as a nation but I think we can all agree @united is trash,JCastaneda1212,0,0.4356223983736999
790,781,neutral,0,Fri Sep 28 20:42:51 +0000 2018,1045775870428876801,,,united,I always enjoy seeing the @United StarAlliance livery. There was one on each side of me today at EWR. This 767 was headed to Geneva (N653UA). https://t.co/g5Ka0d1C0a,msbathgate,0,0.36353023142421703
791,782,neutral,0,Fri Sep 28 20:41:59 +0000 2018,1045775650261471234,,,united,"Why I never complain about a delayed flight, @united has TACQUILA in the gate for your comfort! Check out this amazing wall of yum! https://t.co/JTVgbZX8J0",Mtwils3,1,0.5781029500780787
792,783,neutral,0,Fri Sep 28 20:41:12 +0000 2018,1045775452558712832,,,united,"Dear @united, we’ve been delayed over 2 hours in Vancouver. This is ridiculous. Get us a new aircraft. It’s #Folsom weekend. I don’t need your delays. ^BW",br_webb,1,0.7902761442782498
793,784,neutral,0,Fri Sep 28 20:40:13 +0000 2018,1045775206977949696,,,united,"Just booked my flight from SoCal to Boston. Was it on @SouthwestAir ..... hell no. Welcome a new customer, @united. I’m excited to fly with you. #BoycottSouthwest",CarrieDDahl,0,0.30273052059438454
794,785,neutral,0,Fri Sep 28 20:39:47 +0000 2018,1045775097452273664,,,united,https://t.co/SSGeJSYVKc Unacceptable yet again 👎✈️ ⁦@united⁩ #airlines #traveling,Reffes1,1,0.7847731154096693
795,786,neutral,0,Fri Sep 28 20:38:56 +0000 2018,1045774882867499009,,,united,So United Airlines now requires you to provide your nationality to buy a plane ticket....??? Wtf @united,xoEmilaaay,0,0.44450026992436253
796,787,neutral,0,Fri Sep 28 20:36:16 +0000 2018,1045774212579971074,,,united,Not flying with @united again. Poor customer service and to many delays,dnyvandam,1,0.5895198072951414
797,788,neutral,0,Fri Sep 28 20:35:06 +0000 2018,1045773917032501248,,,united,"Mais uma empresa que não vai usar mais canudos plásticos! A @united vai deixar de usar esses canudos nas suas aeronaves a partir de novembro! No lugar, canudos de bambu ecológicos! Parabéns #united, o planeta e seus passageiros agradecem! ✈️🌎 #Deixarocanudinho #SheddTheStraw https://t.co/NWJqxtv6sx",vambora,0,0.410073787877293
798,789,neutral,0,Fri Sep 28 20:32:54 +0000 2018,1045773365254877184,,,united,"So I’m on a @united flight and there’s a girl besides me who has vaped at least 6 times. Told a flight attendant you know, because I have a heart condition. They did nothing.",elisegraham,0,0.34941135013403096
799,790,neutral,0,Fri Sep 28 20:29:57 +0000 2018,1045772623689469952,,,united,I drive to a completely different state to avoid getting stuck and now @united has me back an hour and possibly missing my connection. I'm literally just bad luck 😵😭,BBPaws,1,0.7137426828449575
800,791,neutral,0,Fri Sep 28 20:22:07 +0000 2018,1045770650642776070,,,united,Bought a ticket on @united and even paid to upgrade but because flight attendant hid behind curtain and didn’t want to work I didn’t get to drink 1/2 as much as I wanted! #IWantMyMoneyBack https://t.co/FRfo1XritL,courtneyborman,1,0.5588284215382219
801,792,neutral,0,Fri Sep 28 20:16:48 +0000 2018,1045769311636385792,,,united,Had a great time meeting all the talented people at #ghc18 with the @united team! Check out our open positions at https://t.co/9NaY6DTbe5 ✈️ #beingunited https://t.co/DC6zJnCPar,BeckySecurity,0,0.18209911469819046
802,793,neutral,0,Fri Sep 28 20:13:53 +0000 2018,1045768578874523650,,,united,"It seems that @united is making it 25% more expensive to reach elite 1K status starting with January 1, 2019 earnings. New annual required spend will be $15,000. https://t.co/qMZCpo67Zy",cozimek,0,0.4507968735691393
803,794,neutral,0,Fri Sep 28 20:03:32 +0000 2018,1045765976640368644,,,united,This is happening! #roma #italia 🇮🇹#vacation in #tuscany thanks @united #firstclass 👍🏻😀look out #Sinalunga @ Newark Liberty International Airport https://t.co/BvFS8nTxTi,caw727,1,0.5463033737105578
804,795,neutral,0,Fri Sep 28 20:00:16 +0000 2018,1045765153583697922,,,united,"Solidarity with the catering workers at @United Airlines, who are finally getting the chance to vote in a union election this week. They're the only frontline workers directly employed by the airline who do not have a union. #EqualityAtUnited https://t.co/B2JLGBdGiB",pastpostal65,0,0.3282533025317263
805,796,neutral,0,Fri Sep 28 19:56:54 +0000 2018,1045764305017131008,,,united,paid for wifi on this @united flight and it’s been less reliable than what was available in the middle of the rainforest in Peru.,CTJDorsey,0,0.47266579267501185
806,898,neutral,0,Fri Sep 28 14:02:16 +0000 2018,1045675060374077440,,,united,Good times flying @united and by good times I mean bad times.,heathercabot,0,0.16846944260799174
807,797,neutral,0,Fri Sep 28 19:53:52 +0000 2018,1045763543180570624,,,united,"Hello @united Could you help me how to billing my flights? Is there some link or website where can I do it?. I can’t find it on your site, please! My billing address is in Mexico.",MarcusFiinix,1,0.7960218297479915
808,798,neutral,0,Fri Sep 28 19:49:27 +0000 2018,1045762430658326529,,,united,I learned at #skiftforum that airline satisfaction scores are higher among customers who buy up than those who don’t. I feel good about my choice — on @united’s app — to upgrade. #travel… https://t.co/kZjyNbNqPR,BrianSumers,0,0.4249823980461295
809,799,neutral,0,Fri Sep 28 19:45:07 +0000 2018,1045761340860768256,,,united,Thanks to our @united crew for being fun. Finally heading back to Charleston from the @PromoSeminar. Nice participation by seat mates #MiLBPS https://t.co/N1w0opo3G4,NateKurant,0,0.318753211436301
810,800,neutral,0,Fri Sep 28 19:44:00 +0000 2018,1045761060224073728,,,united,"Well, today so far has been a pretty terrible travel day. I normally love it but today, yikes!

But I’m finally on the plane on my way to #BostonFIG!  Only 45 minutes late on @united. https://t.co/qaR5Qm034Z",Serellan,0,0.34252724867032136
811,801,neutral,0,Fri Sep 28 19:43:17 +0000 2018,1045760877494906880,,,united,28 flights in 21 days and the only one delayed is the last one taking me home. Thanks @united,limpysmalls,1,0.6349835890585028
812,802,neutral,0,Fri Sep 28 19:40:42 +0000 2018,1045760228506181633,,,united,"Holy shit, haven’t flown @united in a while. 

Glad I’m only 5’8. https://t.co/p8fcXPNYRp",Serellan,0,0.37179577619689114
813,803,neutral,0,Fri Sep 28 19:40:07 +0000 2018,1045760083311939587,,,united,"Baggage fees on @united are increasing to $30, matching @JetBlue. The extra funds will be invested in “the overall customer experience.” https://t.co/PnJM7pDabo $JETS https://t.co/kWVwUIBmJE",USGlobalETFs,0,0.34357138851968516
814,804,neutral,0,Fri Sep 28 19:39:44 +0000 2018,1045759986050027520,,,united,"UNION/LABOR NEWS:  Solidarity with catering workers at @United Airlines, who are finally getting the chance to vote in a union election this week. . #EqualityAtUnited https://t.co/2P0If0CNP1",ayhsWTP56,0,0.31453080902659536
815,805,neutral,0,Fri Sep 28 19:37:41 +0000 2018,1045759471136305153,,,united,Airport Races:Friday Edition. ODDS-Double Suitcase 44:1 Single Suitcase 54:1 Duets 2:1 @wizardworld @cbs_bigbrother @warnerbrosentertainment @virginatlantic @americanair @united @delta @southwestair @brewers @packers @swiss.air @singaporeair WINNER - DOUBLE SUITCASE by a suitcase https://t.co/Pu6KUSrvKL,Kato_Kaelin,0,0.37587980351903183
816,806,neutral,0,Fri Sep 28 19:37:21 +0000 2018,1045759385534775296,,,united,Loving the attention to detail @united/@SkyWestAirlines at @FlyVail https://t.co/SQTXET9QCG,letsgoskatepool,0,0.30380447461833243
817,807,neutral,0,Fri Sep 28 19:20:13 +0000 2018,1045755073786269696,,,united,They are doing all @United Airlines customers a favor by boycotting the airline...who wants to pay Business Class and listen to a baby cry from Sydney to San Fran or even while are in a restaurant ...what kind of rude entitlement exists with these people https://t.co/tEVpeK36ct,inosome,0,0.2455310373383421
818,808,neutral,0,Fri Sep 28 19:11:11 +0000 2018,1045752799529783297,,,united,Hey @united it’s not supposed to take 30+ minutes to board a 737-700. Please do something about the carry on bags. This is ridiculous. UA425 Higher bag fees don’t fix it.,tbilliar,1,0.7799346551144032
819,809,neutral,0,Fri Sep 28 19:09:15 +0000 2018,1045752315121201152,,,united,Seriously @united ?  Waited 50 minutes for my bag in CLT this past Wednesday and once again waiting in IAH for my bag. About 25 minutes so far...,Mark_Hightower1,1,0.6538791199351088
820,810,neutral,0,Fri Sep 28 19:09:04 +0000 2018,1045752267410993154,,,united,Good resource for frequent travelers (like me...) Top 50 Tech-Friendly Airlines https://t.co/8u3iHjsag0 I'm a big fan of @JetBlue &amp; @AlaskaAir and I tolerate @Delta but @united &amp; @AmericanAir https://t.co/NzfutK0ZQp,cselland,0,0.1939653034254438
821,811,neutral,0,Fri Sep 28 19:03:28 +0000 2018,1045750858858868737,,,united,Airport Races:Friday Edition. Double Suitcase 44:1 Single Suitcase 54:1 Duets 2:1 @wizardworld instagram @cbsbigbrother warnerbrosentertainment @virginatlantic americanair @united @delta… https://t.co/bXliDJ3XWc,Kato_Kaelin,0,0.3948192816990438
822,812,neutral,0,Fri Sep 28 19:02:21 +0000 2018,1045750579098800128,,,united,"Solidarity with the catering workers at @United Airlines, who are finally getting the chance to vote in a union election this week. They're the only frontline workers directly employed by the airline who do not have a union. #EqualityAtUnited https://t.co/NOxHorny6J",TexasAFLCIO,0,0.3282533025317263
823,813,neutral,0,Fri Sep 28 19:00:54 +0000 2018,1045750213036699648,,,united,Shame on you @PANYNJ for pushing an unfair tax on @united who generates thousands of jobs for the Newark area.,caw727,0,0.2948049194461785
824,814,neutral,0,Fri Sep 28 18:56:56 +0000 2018,1045749212955037696,,,united,"Sunday I’ll be on one of these puppies headed to one of the dots on my travel map (yes, I prerecorded a day trip, don’t judge!)... where am I going!?
.
@united boeing embraer embraerplanes… https://t.co/RXos9FDgKx",thegreatplanes,0,0.3428758600478696
825,815,neutral,0,Fri Sep 28 18:56:45 +0000 2018,1045749167224758272,,,united,Anyone who still flies @united is just an idiot after all the crap they pull on customers and they give no care running this third rate over priced run down junk planes with low class rude flight attendants https://t.co/NifFfhwgHJ,MaryHill387,1,0.7043924792264463
826,816,neutral,0,Fri Sep 28 18:54:32 +0000 2018,1045748610950881281,,,united,"Our plane has a mechanical issue but I’d like to thank our @united Captain for not keeping us sitting there miserable on the plane, but deciding immediately to deplane. 👍👍👍",bar10daa,0,0.3928695946496015
827,817,neutral,0,Fri Sep 28 18:49:24 +0000 2018,1045747317372928001,,,united,"Solidarity with the catering workers at @United Airlines, who are finally getting the chance to vote in a union election this week. They're the only frontline workers directly employed by the airline who do not have a union. #EqualityAtUnited https://t.co/KzYDta3rAR",heyadiana,0,0.3282533025317263
828,818,neutral,0,Fri Sep 28 18:49:12 +0000 2018,1045747269134417920,,,united,Eww. You missed a spot @united. Fortunately your awesome crew member brought me a blanket to cover the sticky mess next to my seat. #travel,FunInFairfax,1,0.5523482010185389
829,819,neutral,0,Fri Sep 28 18:37:20 +0000 2018,1045744283855331333,,,united,.@United is proud to support your journey to the finish line. Receive a flight discount to the United Airlines #RnRLA here: https://t.co/B7Ql0bIPqc https://t.co/RzSv4eBzmr,RunRocknRoll,0,0.43838826199451586
830,820,neutral,0,Fri Sep 28 18:30:06 +0000 2018,1045742461124050945,,,united,I love the idea of being able to create my own inflight entertainment experience #airlineinnovation https://t.co/0SAULeXoOn @united @southwestair Are you doing this yet? https://t.co/uz29vKf2wr,SocialTIS,0,0.34146186207111995
831,823,neutral,0,Fri Sep 28 18:27:23 +0000 2018,1045741779092467713,,,united,"#Airline Race To The Bottom soon to enter Lap 2? Teasing the ""REALLY Basic Economy"" #RBE  fare... &gt;&gt; @JetBlue is launching a Basic Economy fare to help it compete with @Delta @United  @AmericanAir @SpiritAirlines and @FlyFrontier https://t.co/PIekRmgqmJ via @businessinsider",RWMann,0,0.2779177789000337
832,824,neutral,0,Fri Sep 28 18:20:23 +0000 2018,1045740015052083201,,,united,Unbelievable that my flight is being delayed because there is a missing flight attendant and they are looking for him/her in the airport.  @united,scottwmcdonough,1,0.7189323593115776
833,825,neutral,0,Fri Sep 28 18:19:52 +0000 2018,1045739885758373888,,,united,https://t.co/vPELBaGPa6 This is the wrong message for airline travelers. @united @AmericanAir @SouthwestAir @emirates Passengers need to be protected. #LAX,CaroleWadeNpBch,1,0.5738593454952152
834,826,neutral,0,Fri Sep 28 18:15:24 +0000 2018,1045738762506924032,,,united,This is my last year as a @united elite. No one else is paying for my travel these days and in those circumstances airline loyalty is simply not worth it. Peace. https://t.co/ItXfL02lsA,Ricardo_UAFlyer,1,0.6834360928136283
835,827,neutral,0,Fri Sep 28 18:13:28 +0000 2018,1045738277473538048,,,united,"Non-stop from Washington DC to Paris, France for only $447 roundtrip with @united.

https://t.co/ufczjQfO2G https://t.co/6hvrGP1bne",SecretFlying,0,0.3268517508020249
836,828,neutral,0,Fri Sep 28 18:13:10 +0000 2018,1045738202336620544,,,united,"Maintenance delay caused my flight from Philadelphia to take off late, so I missed my connecting flight home... Thanks @united. Might as well grab some coffee and get some work done, probably wouldn’t have happened on @SouthwestAir, #JustSaying ;) https://t.co/EwPw6hu6CX",MiketheCarGuy1,0,0.3944281381542652
837,829,neutral,0,Fri Sep 28 18:10:54 +0000 2018,1045737628316979201,,,united,"Solidarity with the catering workers at @United Airlines, who are finally getting the chance to vote in a union election this week. They're the only frontline workers directly employed by the airline who do not have a union. #EqualityAtUnited https://t.co/nJiM18obFr",VedaShook,0,0.3282533025317263
838,830,neutral,0,Fri Sep 28 18:06:47 +0000 2018,1045736593997418497,,,united,Hey @united your mobile app keeps logging me out,anothercohen,1,0.863438691640567
839,831,neutral,0,Fri Sep 28 18:06:34 +0000 2018,1045736538838102016,,,united,Que socada acabo de pegar para abordar este avión 😭😂 @united #standbyproblems,karlazlaya,0,0.29275348016864483
840,832,neutral,0,Fri Sep 28 18:04:12 +0000 2018,1045735941887815680,,,united,"Tell the people you care about how important they are to you, as loudly as @united blasts their credit card commercial throughout the aircraft",db2fred,1,0.5172645218197287
841,833,neutral,0,Fri Sep 28 18:01:17 +0000 2018,1045735209210183681,,,united,Thanks again to @fdncenter @FCNewYork @united for closing out Foundation Center Month by sharing their expertise on #NonprofitRadio today!,TonyMartignetti,0,0.2700698662884623
842,834,neutral,0,Fri Sep 28 17:57:30 +0000 2018,1045734259753971712,,,united,"Thanks @AmericanAir , nothing short of extortion. Flying to Hawaii for anniversary, assigned seats SIX ROWS APART (same record locator) unless we pay $149/seat to sit together.  Reservation made months ago.  RIDICULOUS. @Delta @united and @SouthwestAir looking better and better!",thenamssob,0,0.3041858973586465
843,835,neutral,0,Fri Sep 28 17:53:57 +0000 2018,1045733366291554304,,,united,"Never flying @united again. They always overbook and make me check a bag.  IF I WANTED TO CHECK A BAG I WOULD HAVE.  No options,  no apology,  no refund.",GlennaFrancis20,1,0.5129927684350735
844,836,neutral,0,Fri Sep 28 17:52:09 +0000 2018,1045732910005923840,,,united,Smooth 🛫 from @Dulles_Airport on @United — check out the beautiful #Virginia sky: https://t.co/dZOwa3EVqG,DavidIRamadan,0,0.26947359062046666
845,837,neutral,0,Fri Sep 28 17:46:59 +0000 2018,1045731610522472449,,,united,"Hey @united: my Tuesday flight from Newark to South Bend was almost 2 hours late. My flight back today is more than 2 hours late. Boy, wouldn’t it be lovely if you offered free adult beverages once we get on the plane? Would start to make up for the time down the drain.",bbhendrickson,1,0.6389131111362859
846,838,neutral,0,Fri Sep 28 17:39:26 +0000 2018,1045729713006792704,,,united,Fly @United Airlines from #Cleveland to #NewOrleans with special fares starting at $100  https://t.co/MrEd94eps4 #avgeek #travel #CLE #thisiscle https://t.co/GlSarogK4T,CLETravelNet,0,0.1651285912414053
847,839,neutral,0,Fri Sep 28 17:27:52 +0000 2018,1045726800159133696,,,united,"As our #HurricaneFlorence response reaches 136 volunteers, our partners over at @OpBBQRelief have exceeded their 2 millionth meal served 🤤
See how one woman became a passionate disaster responder after being affected by disaster herself.
@united 
https://t.co/EeFSmkCq2u…/ https://t.co/aSlgFfIWJ7",AirlinkFlight,0,0.3017559292810545
848,840,neutral,0,Fri Sep 28 17:26:34 +0000 2018,1045726474685145088,,,united,"Great thread! Given the latest news from a mom who was berated for having a crying baby on @united, so nice to see the opposite. @mommypoints @TheDealMommy https://t.co/nRf1cx3Dlw",ElainePDX,0,0.2933669362806941
849,841,neutral,0,Fri Sep 28 17:18:16 +0000 2018,1045724384407822336,,,united,I'm currently scheduled to arrive in Tokyo at ~06Z on the 30th.  So far @united hasn't changed the flight- hope I can make it! @WCRP_SPARC https://t.co/4XdMJbNGiz,DrAHButler,0,0.39286301200777984
850,842,neutral,0,Fri Sep 28 17:16:21 +0000 2018,1045723900531826688,,,united,Ima be so mad if I die on a @united economy airplane,Brainlord_,0,0.31980402401167857
851,843,neutral,0,Fri Sep 28 17:16:17 +0000 2018,1045723885482594304,,,united,.@united - maybe you're ranked 51st?  https://t.co/7LmW4ktYbt,jbrennan09,0,0.3640551237926069
852,844,neutral,0,Fri Sep 28 17:14:36 +0000 2018,1045723463317680129,,,united,All this talk about using data to target customers and @united threatens me with mileage expiration after I recently purchased tickets with them. Just clueless. #PaxEx #CX #MarketingStrategy #CustomerExperience https://t.co/gXhEmIj60B,mycustomersays,0,0.40279491762323105
853,845,neutral,0,Fri Sep 28 17:10:53 +0000 2018,1045722526771499008,,,united,Some pretty surprising news just hit from @United... 1K status and upgrade certificates will be much harder to come by for a lot of very frequent flyers. Get the full scoop at the link in my bio. 😢 https://t.co/NY2k5zEpgq https://t.co/DaaGlHHcjO,ZachHonig,0,0.2741821137156096
854,846,neutral,0,Fri Sep 28 17:06:31 +0000 2018,1045721426983096320,,,united,"No rest for the weary- heading to Boston on this cold, cloudy dreary day let’s go @united https://t.co/ZwI6eDEA3H",HughCWelsh,0,0.48883154096616654
855,847,neutral,0,Fri Sep 28 17:05:53 +0000 2018,1045721269155446784,,,united,So frustrated with @united I’ve spent over 5 hours between multiple phone calls to redeem a travel voucher! How is this not more easy?!,jenifera42885,1,0.7446906090028671
856,848,neutral,0,Fri Sep 28 17:04:00 +0000 2018,1045720795392200709,,,united,"Hey @united If customers are important, why one 1 of 10 stations staffed here in Newark? https://t.co/VJkKwn8Ggi",tbilliar,1,0.6845573905387621
857,849,neutral,0,Fri Sep 28 17:02:03 +0000 2018,1045720304021118977,,,united,"Gotta love the way @united loads us onto the plane, pushes us back for an on-time departure, taxis down to the end of the runway, and then parks the plane 100 yards from the departure point and tells us we can’t take off because it’s cloudy in Newark. 🙄",mlanger,0,0.2482801004417892
858,850,neutral,0,Fri Sep 28 17:01:05 +0000 2018,1045720058465538049,,,united,Want to fly one of these bad boys? Learn more about LIFT Academy. Photo cred: @RepublicAirline @AmericanAir @Delta @united https://t.co/H6Np9vbVfg https://t.co/qppJBxpKnz,FlyWithLIFT,0,0.25665831333666034
859,851,neutral,0,Fri Sep 28 16:59:01 +0000 2018,1045719538308980736,,,united,"Ayer por la noche, despegando de Newark rumbo a Buenos Aires a bordo del Boeing 767-400 de @united con una tremenda vista a Manhattan https://t.co/nIgIefk6qQ",PabloK75,0,0.2785470293909531
860,852,neutral,0,Fri Sep 28 16:55:58 +0000 2018,1045718774178091009,,,united,No other airport is more delayed than @EWRairport. So tired of the bullshit. @united PLEASE do not delay UA3420. Trying to get to my destination at a reasonable hour.,_theamaria_,1,0.6607048971097458
861,853,neutral,0,Fri Sep 28 16:51:12 +0000 2018,1045717573822746624,,,united,".@united #Recognition and #Gratitude | With all the negative press about airlines and customer service, I want to recognize one of your staff who made my trip back from @Tokyo2020 great! She is a gate agent Narita Airport, Name Ahsuko Lee. Just wanted to say thanks!",JFRegister,1,0.5743602079816074
862,854,neutral,0,Fri Sep 28 16:46:27 +0000 2018,1045716376525123584,,,united,I will never fly out of @Dulles_Airport or with @united ever again. @TSA held me up for 45 minutes because I had a tub of tooth paste and I missed boarding by 3 minutes and they refused to let me on. The hassle to get a new ticket for a different flight has me fed UP,TFialho195,0,0.362805577685857
863,855,neutral,0,Fri Sep 28 16:42:20 +0000 2018,1045715340964114432,,,united,"I will say I bear part of the responsibility. Nobody made me book @SpiritAirlines, but I did so thinking they had good business practices, like @AmericanAir and @united, but sadly they don't. And now they have $95 of mine They Refuse To Refund. #CustomerExperience",JoeTheProducer,0,0.3719642061445611
864,856,neutral,0,Fri Sep 28 16:41:56 +0000 2018,1045715239445188608,,,united,Arvada HS Career Explore at Aviation Day here by DIA. Thank you @united for hosting us. #STEM @COJasonGlass @JeffcoEdEffect @JeffcoSchoolsCo https://t.co/2FTWQ9tke2,ArvadaAspires,0,0.14952573405555017
865,857,neutral,0,Fri Sep 28 16:39:11 +0000 2018,1045714546743074816,,,united,Good morning everyone 😊LAX United Family Smiles 😊 Thank you for all the smiles @Auggiie69 @jessicaLaxBiz @TammyLHServedio @LouisSmilanich @weareunited @united @UnitedMunoz @daryel_foster @catheri13944539 https://t.co/QwOo6TElBY,liana_caviness,0,0.39123819460599396
866,858,neutral,0,Fri Sep 28 16:37:51 +0000 2018,1045714214848016384,,,united,Good morning @Dulles_Airport &amp; @united‼️ https://t.co/chmf8MLfq4,DavidIRamadan,0,0.3955754719909069
